stage,split,recipe_band,depth,aspect_ratio,head_dim,model_dim,seed,num_iterations,target_tokens,total_batch_size,device_batch_size,max_seq_len,warmup_steps,fp8,window_pattern,model_tag,n_index,d_index,planned_family,planned_model_depth,planned_data_tokens,planned_total_batch_size,planned_note,sizing_family,target_n_scaling,preflight_n_scaling,target_n_scaling_rel_error,n_geometric_rel_error,source_prefix_order,source_prefix_family,source_prefix_q_hint,target_budget_b,train_row_group_start,base_num_iterations,D_actual,train_length_multiplier,support_policy,support_point_id,support_keys,delta_support_process_family,delta_support_process_repeats,target_line_referee_usage,roihu_partition_note
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s307-rg0,source_delta_support_process_control,canonical,4,72,64,192,307,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s307-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s308-rg0,source_delta_support_process_control,canonical,4,72,64,192,308,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s308-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s309-rg0,source_delta_support_process_control,canonical,4,72,64,192,309,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s309-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s310-rg0,source_delta_support_process_control,canonical,4,72,64,192,310,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s310-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s311-rg0,source_delta_support_process_control,canonical,4,72,64,192,311,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s311-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d1-dep4-md192-it216-x1p00-s312-rg0,source_delta_support_process_control,canonical,4,72,64,192,312,216,113246208,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d1-dep4-md192-it216-x1p00-s312-rg0,1,1,roihu_delta_support_process_control,4,113246208,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,6,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,216,113246208,1.0,offline_union_5x5_x175_prospective,1:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s301-rg0,source_delta_support_process_control,canonical,4,72,64,192,301,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s301-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s302-rg0,source_delta_support_process_control,canonical,4,72,64,192,302,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s302-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s303-rg0,source_delta_support_process_control,canonical,4,72,64,192,303,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s303-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s304-rg0,source_delta_support_process_control,canonical,4,72,64,192,304,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s304-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s305-rg0,source_delta_support_process_control,canonical,4,72,64,192,305,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s305-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s306-rg0,source_delta_support_process_control,canonical,4,72,64,192,306,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s306-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s307-rg0,source_delta_support_process_control,canonical,4,72,64,192,307,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s307-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s308-rg0,source_delta_support_process_control,canonical,4,72,64,192,308,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s308-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s309-rg0,source_delta_support_process_control,canonical,4,72,64,192,309,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s309-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s310-rg0,source_delta_support_process_control,canonical,4,72,64,192,310,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s310-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s311-rg0,source_delta_support_process_control,canonical,4,72,64,192,311,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s311-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d2-dep4-md192-it324-x1p00-s312-rg0,source_delta_support_process_control,canonical,4,72,64,192,312,324,169869312,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d2-dep4-md192-it324-x1p00-s312-rg0,1,2,roihu_delta_support_process_control,4,169869312,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,7,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,offline_union_5x5_x175_prospective,1:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s301-rg0,source_delta_support_process_control,canonical,4,72,64,192,301,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s301-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s302-rg0,source_delta_support_process_control,canonical,4,72,64,192,302,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s302-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s303-rg0,source_delta_support_process_control,canonical,4,72,64,192,303,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s303-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s304-rg0,source_delta_support_process_control,canonical,4,72,64,192,304,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s304-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s305-rg0,source_delta_support_process_control,canonical,4,72,64,192,305,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s305-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s306-rg0,source_delta_support_process_control,canonical,4,72,64,192,306,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s306-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s307-rg0,source_delta_support_process_control,canonical,4,72,64,192,307,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s307-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_highcorner_x175_source5x5_s301_312_20260713_2115_n1-d3-dep4-md192-it486-x1p00-s308-rg0,source_delta_support_process_control,canonical,4,72,64,192,308,486,254803968,524288,16,2048,40,1,L,fsl-highcorner-x175-source5x5-s301-312-20260713-2115-n1-d3-dep4-md192-it486-x1p00-s308-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Fresh measured 5x5 source union for the sealed x175 prospective validation; target-line losses are evaluation-only.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,offline_union_5x5_x175_prospective,1:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,high_corner_x175_prospective_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
