stage,split,recipe_band,depth,aspect_ratio,head_dim,model_dim,seed,num_iterations,target_tokens,total_batch_size,device_batch_size,max_seq_len,warmup_steps,fp8,window_pattern,model_tag,n_index,d_index,planned_family,planned_model_depth,planned_data_tokens,planned_total_batch_size,planned_note,sizing_family,target_n_scaling,preflight_n_scaling,target_n_scaling_rel_error,n_geometric_rel_error,source_prefix_order,source_prefix_family,source_prefix_q_hint,target_budget_b,support_wave_family,support_required_reliable_triplets,support_target_labels,support_plan_ids,support_plan_overhead_percent_by_target,support_target_budget_c_by_target,support_wave_point_id,support_wave_source
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d1_dep4_md64_it216_s53,source_support_wave,canonical,4,72,64,64,53,216,113246208,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d1-dep4-md64-it216-s53,-1,1,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,113246208,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,26,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:1,source_grid_extension_design
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d2_dep4_md64_it324_s53,source_support_wave,canonical,4,72,64,64,53,324,169869312,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d2-dep4-md64-it324-s53,-1,2,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,169869312,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,27,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:2,source_grid_extension_design
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d3_dep4_md64_it486_s53,source_support_wave,canonical,4,72,64,64,53,486,254803968,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d3-dep4-md64-it486-s53,-1,3,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,254803968,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,28,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:3,source_grid_extension_design
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d1_dep4_md64_it216_s54,source_support_wave,canonical,4,72,64,64,54,216,113246208,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d1-dep4-md64-it216-s54,-1,1,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,113246208,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,26,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:1,source_grid_extension_design
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d2_dep4_md64_it324_s54,source_support_wave,canonical,4,72,64,64,54,324,169869312,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d2-dep4-md64-it324-s54,-1,2,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,169869312,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,27,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:2,source_grid_extension_design
roihu_source_lowern_extension_hd64_smalln_x30_x22p5_s2d1_n-1_d3_dep4_md64_it486_s54,source_support_wave,canonical,4,72,64,64,54,486,254803968,524288,16,2048,40,1,L,roihu-source-lowern-extension-hd64-smalln-x30-x22p5-s2d1-nm1-d3-dep4-md64-it486-s54,-1,3,source_lowern_extension_hd64_smalln_x30_x22p5_s2d1,4,254803968,524288,Lower-N source-grid extension for interior S_N2_S_D1 triplet anchored at nminus1_d1; target-line BPB remains held-out referee.,controlled_model_dim_source_prefix_smalln_lowern_extension,2713010,2293784,0.154524310637,0.162821576719,28,lowern_extension_s2d1_triplet,5,1.305337,lowern_extension_hd64_smalln_x30_x22p5_s2d1,1,x22p5_noncenter;x30_right11,x22p5_noncenter__source_grid_extension_design_20260612__lowern_s2d1;x30_right11__source_grid_extension_design_20260612__lowern_s2d1,x22p5_noncenter:2.743;x30_right11:2.057,x22p5_noncenter:44.336323;x30_right11:44.62404,-1:3,source_grid_extension_design
