stage,split,recipe_band,depth,aspect_ratio,head_dim,model_dim,seed,num_iterations,target_tokens,total_batch_size,device_batch_size,max_seq_len,warmup_steps,fp8,window_pattern,model_tag,n_index,d_index,planned_family,planned_model_depth,planned_data_tokens,planned_total_batch_size,planned_note,sizing_family,target_n_scaling,preflight_n_scaling,target_n_scaling_rel_error,n_geometric_rel_error,target_budget_b,source_crossed_point_id,source_crossed_campaign_slug,source_crossed_support_plan_id,source_crossed_n_template_stage,source_crossed_d_template_stage,source_crossed_N_scaling,source_crossed_D_actual,target_line_referee_usage
roihu_cheaper_highd_support_n0d5_seed83_84_20260626_2305_nu0_du5_dep4_md64_it683_s83,source_crossed_support_wave,canonical,4,72,64,64,83,683,358088704,524288,16,2048,40,1,L,roihu-cheaper-highd-support-n0d5-seed83-84-20260626-2305-nu0-du5-dep4-md64-it683-s83,0,5,routeb_cheaper_highd_support_wave,4,358088704,524288,Crossed source-support cell for Delta readout validation. Target-line BPB remains held out for evaluation only.,controlled_model_dim_source_prefix_smalln_lowern_extension,2293784.0,2293784.0,0.154524310637,0.162821576719,1.305337,0:5,cheaper-highd-support-n0d5-seed83-84-20260626-2305,cheap_support_0:4_1:4_2:4_0:5_0:6,roihu_routeb_targetnear_highd_longsn_nm1d5_n3d3_seed81_82_20260626_nn0_dd1_dep4_md64_it1094_s81,roihu_crossed_source_hd64_targetn_sourced_routeb_seed75_76_nn0_dd3_dep4_md128_it683_s75,2293784.0,358088704.0,held_out_evaluation_only
roihu_cheaper_highd_support_n0d5_seed83_84_20260626_2305_nu0_du5_dep4_md64_it683_s84,source_crossed_support_wave,canonical,4,72,64,64,84,683,358088704,524288,16,2048,40,1,L,roihu-cheaper-highd-support-n0d5-seed83-84-20260626-2305-nu0-du5-dep4-md64-it683-s84,0,5,routeb_cheaper_highd_support_wave,4,358088704,524288,Crossed source-support cell for Delta readout validation. Target-line BPB remains held out for evaluation only.,controlled_model_dim_source_prefix_smalln_lowern_extension,2293784.0,2293784.0,0.154524310637,0.162821576719,1.305337,0:5,cheaper-highd-support-n0d5-seed83-84-20260626-2305,cheap_support_0:4_1:4_2:4_0:5_0:6,roihu_routeb_targetnear_highd_longsn_nm1d5_n3d3_seed81_82_20260626_nn0_dd1_dep4_md64_it1094_s81,roihu_crossed_source_hd64_targetn_sourced_routeb_seed75_76_nn0_dd3_dep4_md128_it683_s75,2293784.0,358088704.0,held_out_evaluation_only
